FID	IID	Pop	#IID	PAT	MAT	SEX	SuperPop	Population
CLM28	HG01348	CLM	HG01348	0	0	2.0	AMR	CLM
CLM28	HG01349	CLM						
CLM29	HG01350	CLM	HG01350	0	0	1.0	AMR	CLM
CLM29	HG01351	CLM	HG01351	0	0	2.0	AMR	CLM
CLM29	HG01352	CLM						
CLM30	HG01353	CLM	HG01353	0	0	1.0	AMR	CLM
CLM30	HG01354	CLM	HG01354	0	0	2.0	AMR	CLM
CLM30	HG01355	CLM						
CLM31	HG01356	CLM	HG01356	0	0	1.0	AMR	CLM
CLM31	HG01357	CLM	HG01357	0	0	2.0	AMR	CLM
CLM31	HG01358	CLM						
CLM32	HG01359	CLM	HG01359	0	0	1.0	AMR	CLM
CLM32	HG01360	CLM	HG01360	0	0	2.0	AMR	CLM
CLM32	HG01361	CLM						
CLM33	HG01362	CLM	HG01362	0	0	1.0	AMR	CLM
CLM33	HG01363	CLM	HG01363	0	0	2.0	AMR	CLM
CLM33	HG01364	CLM						
CLM34	HG01365	CLM	HG01365	0	0	1.0	AMR	CLM
CLM34	HG01366	CLM	HG01366	0	0	2.0	AMR	CLM
CLM34	HG01367	CLM						
CLM35	HG01369	CLM	HG01369	0	0	2.0	AMR	CLM
CLM36	HG01372	CLM	HG01372	0	0	2.0	AMR	CLM
CLM37	HG01374	CLM	HG01374	0	0	1.0	AMR	CLM
CLM37	HG01375	CLM	HG01375	0	0	2.0	AMR	CLM
CLM37	HG01376	CLM						
CLM38	HG01377	CLM	HG01377	0	0	1.0	AMR	CLM
CLM38	HG01378	CLM	HG01378	0	0	2.0	AMR	CLM
CLM38	HG01379	CLM						
CLM40	HG01383	CLM	HG01383	0	0	1.0	AMR	CLM
CLM40	HG01384	CLM	HG01384	0	0	2.0	AMR	CLM
CLM40	HG01385	CLM						
CLM42	HG01389	CLM	HG01389	0	0	1.0	AMR	CLM
CLM42	HG01390	CLM	HG01390	0	0	2.0	AMR	CLM
CLM42	HG01391	CLM						
CLM43	HG01431	CLM	HG01431	0	0	1.0	AMR	CLM
CLM43	HG01432	CLM	HG01432	0	0	2.0	AMR	CLM
CLM43	HG01433	CLM						
CLM44	HG01435	CLM	HG01435	0	0	2.0	AMR	CLM
CLM45	HG01437	CLM	HG01437	0	0	1.0	AMR	CLM
CLM45	HG01438	CLM	HG01438	0	0	2.0	AMR	CLM
CLM45	HG01439	CLM						
CLM46	HG01441	CLM	HG01441	0	0	2.0	AMR	CLM
CLM46	HG01442	CLM						
CLM46a	HG01440	CLM	HG01440	0	0	1.0	AMR	CLM
CLM47	HG01443	CLM	HG01443	0	0	1.0	AMR	CLM
CLM47	HG01444	CLM	HG01444	0	0	2.0	AMR	CLM
CLM47	HG01445	CLM						
CLM48	HG01447	CLM	HG01447	0	0	2.0	AMR	CLM
CLM50	HG01452	CLM						
CLM50	HG01453	CLM						
CLM50	HG01454	CLM						
CLM51	HG01455	CLM	HG01455	0	0	1.0	AMR	CLM
CLM51	HG01456	CLM	HG01456	0	0	2.0	AMR	CLM
CLM51	HG01457	CLM						
CLM52	HG01459	CLM	HG01459	0	0	2.0	AMR	CLM
CLM53	HG01461	CLM	HG01461	0	0	1.0	AMR	CLM
CLM53	HG01462	CLM	HG01462	0	0	2.0	AMR	CLM
CLM53	HG01463	CLM						
CLM54	HG01464	CLM	HG01464	0	0	1.0	AMR	CLM
CLM54	HG01465	CLM	HG01465	0	0	2.0	AMR	CLM
CLM54	HG01466	CLM						
CLM55	HG01468	CLM	HG01468	0	0	2.0	AMR	CLM
CLM56	HG01471	CLM						
CLM57	HG01473	CLM						
CLM57	HG01474	CLM	HG01474	0	0	2.0	AMR	CLM
CLM58	HG01477	CLM						
CLM59	HG01479	CLM	HG01479	0	0	1.0	AMR	CLM
CLM59	HG01480	CLM						
CLM59	HG01481	CLM						
CLM60	HG01482	CLM						
CLM60	HG01483	CLM						
CLM60	HG01484	CLM						
CLM61	HG01485	CLM	HG01485	0	0	1.0	AMR	CLM
CLM61	HG01486	CLM	HG01486	0	0	2.0	AMR	CLM
CLM61	HG01487	CLM						
CLM62	HG01488	CLM	HG01488	0	0	1.0	AMR	CLM
CLM62	HG01489	CLM	HG01489	0	0	2.0	AMR	CLM
CLM62	HG01490	CLM						
CLM63	HG01491	CLM	HG01491	0	0	1.0	AMR	CLM
CLM63	HG01492	CLM	HG01492	0	0	2.0	AMR	CLM
CLM63	HG01493	CLM						
CLM64	HG01494	CLM	HG01494	0	0	1.0	AMR	CLM
CLM64	HG01495	CLM	HG01495	0	0	2.0	AMR	CLM
CLM64	HG01496	CLM						
CLM65	HG01497	CLM	HG01497	0	0	1.0	AMR	CLM
CLM65	HG01498	CLM	HG01498	0	0	2.0	AMR	CLM
CLM65	HG01499	CLM						
CLM66	HG01550	CLM	HG01550	0	0	1.0	AMR	CLM
CLM66	HG01551	CLM	HG01551	0	0	2.0	AMR	CLM
CLM66	HG01552	CLM						
CLM68	HG01556	CLM	HG01556	0	0	1.0	AMR	CLM
HG03171	HG03171	ESN						
NG06	HG02922	ESN	HG02922	0	0	2.0	AFR	ESN
NG06	HG02923	ESN	HG02923	0	0	1.0	AFR	ESN
NG06	HG02924	ESN						
NG100	HG03493	ESN						
NG102	HG03499	ESN	HG03499	0	0	2.0	AFR	ESN
NG105	HG03508	ESN						
NG105	HG03510	ESN						
NG106	HG03511	ESN	HG03511	0	0	2.0	AFR	ESN
NG106	HG03513	ESN						
NG107	HG03514	ESN	HG03514	0	0	2.0	AFR	ESN
NG107	HG03515	ESN	HG03515	0	0	1.0	AFR	ESN
NG107	HG03516	ESN						
NG108	HG03517	ESN	HG03517	0	0	2.0	AFR	ESN
NG108	HG03518	ESN	HG03518	0	0	1.0	AFR	ESN
NG108	HG03519	ESN						
NG109	HG03520	ESN	HG03520	0	0	2.0	AFR	ESN
NG109	HG03521	ESN	HG03521	0	0	1.0	AFR	ESN
NG109	HG03522	ESN						
NG11	HG02938	ESN	HG02938	0	0	1.0	AFR	ESN
NG11	HG02939	ESN						
NG12	HG02941	ESN	HG02941	0	0	1.0	AFR	ESN
NG12	HG02942	ESN						
NG13	HG02943	ESN	HG02943	0	0	2.0	AFR	ESN
NG13	HG02944	ESN	HG02944	0	0	1.0	AFR	ESN
NG13	HG02945	ESN						
NG14	HG02946	ESN	HG02946	0	0	2.0	AFR	ESN
NG14	HG02947	ESN	HG02947	0	0	1.0	AFR	ESN
NG14	HG02948	ESN						
NG16	HG02952	ESN	HG02952	0	0	2.0	AFR	ESN
NG16	HG02953	ESN	HG02953	0	0	1.0	AFR	ESN
NG16	HG02954	ESN						
NG20	HG02964	ESN						
NG20	HG02965	ESN						
NG20	HG02966	ESN						
NG21	HG02968	ESN	HG02968	0	0	1.0	AFR	ESN
NG21	HG02969	ESN						
NG22	HG02970	ESN	HG02970	0	0	2.0	AFR	ESN
NG22	HG02971	ESN	HG02971	0	0	1.0	AFR	ESN
NG22	HG02972	ESN						
NG23	HG02973	ESN	HG02973	0	0	1.0	AFR	ESN
NG23	HG02974	ESN	HG02974	0	0	2.0	AFR	ESN
NG23	HG02975	ESN						
NG24	HG02976	ESN	HG02976	0	0	2.0	AFR	ESN
NG24	HG02977	ESN	HG02977	0	0	1.0	AFR	ESN
NG24	HG02978	ESN						
NG25	HG02979	ESN	HG02979	0	0	2.0	AFR	ESN
NG25	HG02980	ESN						
NG25	HG02981	ESN	HG02981	0	0	1.0	AFR	ESN
NG26	HG03099	ESN	HG03099	0	0	2.0	AFR	ESN
NG26	HG03100	ESN	HG03100	0	0	1.0	AFR	ESN
NG26	HG03101	ESN						
NG27	HG03103	ESN	HG03103	0	0	1.0	AFR	ESN
NG27	HG03104	ESN						
NG28	HG03105	ESN	HG03105	0	0	2.0	AFR	ESN
NG28	HG03107	ESN						
NG29	HG03108	ESN	HG03108	0	0	2.0	AFR	ESN
NG29	HG03109	ESN	HG03109	0	0	1.0	AFR	ESN
NG29	HG03110	ESN						
NG30	HG03111	ESN	HG03111	0	0	2.0	AFR	ESN
NG30	HG03112	ESN	HG03112	0	0	1.0	AFR	ESN
NG30	HG03113	ESN						
NG31	HG03114	ESN	HG03114	0	0	2.0	AFR	ESN
NG31	HG03115	ESN	HG03115	0	0	1.0	AFR	ESN
NG31	HG03116	ESN						
NG32	HG03117	ESN	HG03117	0	0	2.0	AFR	ESN
NG32	HG03118	ESN	HG03118	0	0	1.0	AFR	ESN
NG32	HG03119	ESN						
NG33	HG03120	ESN	HG03120	0	0	1.0	AFR	ESN
NG33	HG03121	ESN	HG03121	0	0	2.0	AFR	ESN
NG33	HG03122	ESN						
NG34	HG03123	ESN	HG03123	0	0	2.0	AFR	ESN
NG34	HG03124	ESN	HG03124	0	0	1.0	AFR	ESN
NG34	HG03125	ESN						
NG35	HG03126	ESN	HG03126	0	0	2.0	AFR	ESN
NG35	HG03127	ESN	HG03127	0	0	1.0	AFR	ESN
NG35	HG03128	ESN						
NG36	HG03129	ESN	HG03129	0	0	2.0	AFR	ESN
NG36	HG03130	ESN	HG03130	0	0	1.0	AFR	ESN
NG36	HG03131	ESN						
NG37	HG03132	ESN	HG03132	0	0	2.0	AFR	ESN
NG37	HG03133	ESN	HG03133	0	0	1.0	AFR	ESN
NG37	HG03134	ESN						
NG38	HG03135	ESN	HG03135	0	0	2.0	AFR	ESN
NG38	HG03136	ESN	HG03136	0	0	1.0	AFR	ESN
NG38	HG03137	ESN						
NG39	HG03139	ESN	HG03139	0	0	1.0	AFR	ESN
NG39	HG03140	ESN						
NG45	HG03157	ESN	HG03157	0	0	1.0	AFR	ESN
NG45	HG03158	ESN						
NG46	HG03159	ESN	HG03159	0	0	2.0	AFR	ESN
NG46	HG03160	ESN	HG03160	0	0	1.0	AFR	ESN
NG46	HG03161	ESN						
NG47	HG03162	ESN	HG03162	0	0	2.0	AFR	ESN
NG47	HG03163	ESN	HG03163	0	0	1.0	AFR	ESN
NG47	HG03164	ESN						
NG48	HG03166	ESN	HG03166	0	0	1.0	AFR	ESN
NG48	HG03167	ESN						
NG49	HG03168	ESN	HG03168	0	0	2.0	AFR	ESN
NG49	HG03169	ESN	HG03169	0	0	1.0	AFR	ESN
NG49	HG03170	ESN						
NG50	HG03172	ESN	HG03172	0	0	1.0	AFR	ESN
NG50	HG03173	ESN						
NG51	HG03175	ESN	HG03175	0	0	1.0	AFR	ESN
NG51	HG03176	ESN						
NG56	HG03189	ESN	HG03189	0	0	2.0	AFR	ESN
NG56	HG03190	ESN	HG03190	0	0	1.0	AFR	ESN
NG56	HG03191	ESN						
NG57	HG03193	ESN	HG03193	0	0	1.0	AFR	ESN
NG57	HG03194	ESN						
NG58	HG03195	ESN	HG03195	0	0	2.0	AFR	ESN
NG58	HG03196	ESN	HG03196	0	0	1.0	AFR	ESN
NG58	HG03197	ESN						
NG59	HG03198	ESN	HG03198	0	0	2.0	AFR	ESN
NG59	HG03199	ESN	HG03199	0	0	1.0	AFR	ESN
NG59	HG03200	ESN						
NG60	HG03202	ESN	HG03202	0	0	1.0	AFR	ESN
NG60	HG03203	ESN						
NG63	HG03265	ESN	HG03265	0	0	1.0	AFR	ESN
NG63	HG03266	ESN						
NG64	HG03267	ESN	HG03267	0	0	2.0	AFR	ESN
NG64	HG03268	ESN	HG03268	0	0	1.0	AFR	ESN
NG64	HG03269	ESN						
NG65	HG03270	ESN	HG03270	0	0	2.0	AFR	ESN
NG65	HG03271	ESN	HG03271	0	0	1.0	AFR	ESN
NG65	HG03272	ESN						
NG68	HG03279	ESN	HG03279	0	0	2.0	AFR	ESN
NG68	HG03280	ESN	HG03280	0	0	1.0	AFR	ESN
NG72	HG03291	ESN	HG03291	0	0	2.0	AFR	ESN
NG72	HG03293	ESN						
NG73	HG03294	ESN	HG03294	0	0	2.0	AFR	ESN
NG73	HG03295	ESN	HG03295	0	0	1.0	AFR	ESN
NG73	HG03296	ESN						
NG74	HG03297	ESN	HG03297	0	0	2.0	AFR	ESN
NG74	HG03298	ESN	HG03298	0	0	1.0	AFR	ESN
NG74	HG03299	ESN						
NG75	HG03300	ESN	HG03300	0	0	2.0	AFR	ESN
NG75	HG03301	ESN	HG03301	0	0	1.0	AFR	ESN
NG75	HG03302	ESN						
NG76	HG03303	ESN	HG03303	0	0	2.0	AFR	ESN
NG76	HG03304	ESN	HG03304	0	0	1.0	AFR	ESN
NG76	HG03305	ESN						
NG77	HG03306	ESN						
NG77	HG03307	ESN						
NG77	HG03308	ESN						
NG78	HG03309	ESN						
NG78	HG03310	ESN						
NG78	HG03311	ESN	HG03311	0	0	1.0	AFR	ESN
NG79	HG03312	ESN						
NG79	HG03313	ESN	HG03313	0	0	1.0	AFR	ESN
NG79	HG03314	ESN						
NG88	HG03339	ESN						
NG88	HG03341	ESN						
NG89	HG03342	ESN	HG03342	0	0	2.0	AFR	ESN
NG89	HG03343	ESN	HG03343	0	0	1.0	AFR	ESN
NG89	HG03344	ESN						
NG92	HG03350	ESN						
NG92	HG03351	ESN	HG03351	0	0	2.0	AFR	ESN
NG92	HG03352	ESN	HG03352	0	0	1.0	AFR	ESN
NG93	HG03354	ESN	HG03354	0	0	2.0	AFR	ESN
NG95	HG03361	ESN						
NG95	HG03362	ESN						
NG96	HG03363	ESN	HG03363	0	0	2.0	AFR	ESN
NG96	HG03365	ESN						
NG97	HG03366	ESN	HG03366	0	0	2.0	AFR	ESN
NG97	HG03367	ESN	HG03367	0	0	1.0	AFR	ESN
NG97	HG03368	ESN						
NG98	HG03369	ESN	HG03369	0	0	2.0	AFR	ESN
NG98	HG03370	ESN	HG03370	0	0	1.0	AFR	ESN
NG98	HG03371	ESN						
NG99	HG03372	ESN	HG03372	0	0	2.0	AFR	ESN
NG99	HG03373	ESN						
NG99	HG03374	ESN						
HG00171	HG00171	FIN	HG00171	0	0	2.0	EUR	FIN
HG00173	HG00173	FIN	HG00173	0	0	2.0	EUR	FIN
HG00174	HG00174	FIN	HG00174	0	0	2.0	EUR	FIN
HG00176	HG00176	FIN	HG00176	0	0	2.0	EUR	FIN
HG00177	HG00177	FIN	HG00177	0	0	2.0	EUR	FIN
HG00178	HG00178	FIN	HG00178	0	0	2.0	EUR	FIN
HG00179	HG00179	FIN	HG00179	0	0	2.0	EUR	FIN
HG00180	HG00180	FIN	HG00180	0	0	2.0	EUR	FIN
HG00181	HG00181	FIN	HG00181	0	0	1.0	EUR	FIN
HG00182	HG00182	FIN	HG00182	0	0	1.0	EUR	FIN
HG00183	HG00183	FIN	HG00183	0	0	1.0	EUR	FIN
HG00185	HG00185	FIN	HG00185	0	0	1.0	EUR	FIN
HG00186	HG00186	FIN	HG00186	0	0	1.0	EUR	FIN
HG00187	HG00187	FIN	HG00187	0	0	1.0	EUR	FIN
HG00188	HG00188	FIN	HG00188	0	0	1.0	EUR	FIN
HG00189	HG00189	FIN	HG00189	0	0	1.0	EUR	FIN
HG00190	HG00190	FIN	HG00190	0	0	1.0	EUR	FIN
HG00266	HG00266	FIN	HG00266	0	0	2.0	EUR	FIN
HG00267	HG00267	FIN	HG00267	0	0	1.0	EUR	FIN
HG00268	HG00268	FIN	HG00268	0	0	2.0	EUR	FIN
HG00269	HG00269	FIN	HG00269	0	0	2.0	EUR	FIN
HG00270	HG00270	FIN						
HG00271	HG00271	FIN	HG00271	0	0	1.0	EUR	FIN
HG00272	HG00272	FIN	HG00272	0	0	2.0	EUR	FIN
HG00273	HG00273	FIN	HG00273	0	0	1.0	EUR	FIN
HG00274	HG00274	FIN	HG00274	0	0	2.0	EUR	FIN
HG00275	HG00275	FIN	HG00275	0	0	2.0	EUR	FIN
HG00276	HG00276	FIN	HG00276	0	0	2.0	EUR	FIN
HG00277	HG00277	FIN	HG00277	0	0	1.0	EUR	FIN
HG00278	HG00278	FIN	HG00278	0	0	1.0	EUR	FIN
HG00280	HG00280	FIN	HG00280	0	0	1.0	EUR	FIN
HG00281	HG00281	FIN	HG00281	0	0	2.0	EUR	FIN
HG00282	HG00282	FIN	HG00282	0	0	2.0	EUR	FIN
HG00284	HG00284	FIN	HG00284	0	0	1.0	EUR	FIN
HG00285	HG00285	FIN	HG00285	0	0	2.0	EUR	FIN
HG00288	HG00288	FIN	HG00288	0	0	2.0	EUR	FIN
HG00290	HG00290	FIN	HG00290	0	0	1.0	EUR	FIN
HG00302	HG00302	FIN						
HG00303	HG00303	FIN						
HG00304	HG00304	FIN	HG00304	0	0	2.0	EUR	FIN
HG00306	HG00306	FIN	HG00306	0	0	2.0	EUR	FIN
HG00308	HG00308	FIN	HG00308	0	0	1.0	EUR	FIN
HG00309	HG00309	FIN	HG00309	0	0	2.0	EUR	FIN
HG00310	HG00310	FIN	HG00310	0	0	1.0	EUR	FIN
HG00311	HG00311	FIN	HG00311	0	0	1.0	EUR	FIN
HG00312	HG00312	FIN						
HG00313	HG00313	FIN	HG00313	0	0	2.0	EUR	FIN
HG00315	HG00315	FIN	HG00315	0	0	2.0	EUR	FIN
HG00318	HG00318	FIN	HG00318	0	0	2.0	EUR	FIN
HG00319	HG00319	FIN	HG00319	0	0	2.0	EUR	FIN
HG00320	HG00320	FIN	HG00320	0	0	2.0	EUR	FIN
HG00321	HG00321	FIN	HG00321	0	0	1.0	EUR	FIN
HG00323	HG00323	FIN	HG00323	0	0	2.0	EUR	FIN
HG00324	HG00324	FIN	HG00324	0	0	2.0	EUR	FIN
HG00325	HG00325	FIN	HG00325	0	0	1.0	EUR	FIN
HG00326	HG00326	FIN	HG00326	0	0	2.0	EUR	FIN
HG00327	HG00327	FIN	HG00327	0	0	2.0	EUR	FIN
HG00328	HG00328	FIN	HG00328	0	0	2.0	EUR	FIN
HG00329	HG00329	FIN	HG00329	0	0	1.0	EUR	FIN
HG00330	HG00330	FIN	HG00330	0	0	2.0	EUR	FIN
HG00331	HG00331	FIN	HG00331	0	0	2.0	EUR	FIN
HG00332	HG00332	FIN	HG00332	0	0	2.0	EUR	FIN
HG00334	HG00334	FIN	HG00334	0	0	2.0	EUR	FIN
HG00335	HG00335	FIN	HG00335	0	0	1.0	EUR	FIN
HG00336	HG00336	FIN	HG00336	0	0	1.0	EUR	FIN
HG00337	HG00337	FIN	HG00337	0	0	2.0	EUR	FIN
HG00338	HG00338	FIN	HG00338	0	0	1.0	EUR	FIN
HG00339	HG00339	FIN	HG00339	0	0	2.0	EUR	FIN
HG00341	HG00341	FIN	HG00341	0	0	1.0	EUR	FIN
HG00342	HG00342	FIN	HG00342	0	0	1.0	EUR	FIN
HG00343	HG00343	FIN	HG00343	0	0	2.0	EUR	FIN
HG00344	HG00344	FIN	HG00344	0	0	2.0	EUR	FIN
HG00345	HG00345	FIN	HG00345	0	0	1.0	EUR	FIN
HG00346	HG00346	FIN	HG00346	0	0	2.0	EUR	FIN
HG00349	HG00349	FIN	HG00349	0	0	2.0	EUR	FIN
HG00350	HG00350	FIN	HG00350	0	0	2.0	EUR	FIN
HG00351	HG00351	FIN	HG00351	0	0	1.0	EUR	FIN
HG00353	HG00353	FIN	HG00353	0	0	2.0	EUR	FIN
HG00355	HG00355	FIN	HG00355	0	0	2.0	EUR	FIN
HG00356	HG00356	FIN	HG00356	0	0	2.0	EUR	FIN
HG00357	HG00357	FIN	HG00357	0	0	2.0	EUR	FIN
HG00358	HG00358	FIN	HG00358	0	0	1.0	EUR	FIN
HG00359	HG00359	FIN						
HG00360	HG00360	FIN	HG00360	0	0	1.0	EUR	FIN
HG00361	HG00361	FIN	HG00361	0	0	2.0	EUR	FIN
HG00362	HG00362	FIN	HG00362	0	0	2.0	EUR	FIN
HG00364	HG00364	FIN	HG00364	0	0	2.0	EUR	FIN
HG00365	HG00365	FIN	HG00365	0	0	2.0	EUR	FIN
HG00366	HG00366	FIN	HG00366	0	0	1.0	EUR	FIN
HG00367	HG00367	FIN	HG00367	0	0	2.0	EUR	FIN
HG00368	HG00368	FIN	HG00368	0	0	2.0	EUR	FIN
HG00369	HG00369	FIN	HG00369	0	0	1.0	EUR	FIN
HG00371	HG00371	FIN	HG00371	0	0	1.0	EUR	FIN
HG00372	HG00372	FIN	HG00372	0	0	1.0	EUR	FIN
HG00373	HG00373	FIN	HG00373	0	0	2.0	EUR	FIN
HG00375	HG00375	FIN	HG00375	0	0	1.0	EUR	FIN
HG00376	HG00376	FIN	HG00376	0	0	2.0	EUR	FIN
HG00377	HG00377	FIN						
HG00378	HG00378	FIN	HG00378	0	0	2.0	EUR	FIN
HG00379	HG00379	FIN	HG00379	0	0	2.0	EUR	FIN
HG00380	HG00380	FIN	HG00380	0	0	2.0	EUR	FIN
HG00381	HG00381	FIN	HG00381	0	0	2.0	EUR	FIN
HG00382	HG00382	FIN	HG00382	0	0	1.0	EUR	FIN
HG00383	HG00383	FIN	HG00383	0	0	2.0	EUR	FIN
HG00384	HG00384	FIN	HG00384	0	0	2.0	EUR	FIN
GBR001	HG00144	GBR						
GBR001	HG00155	GBR	HG00155	0	0	1.0	EUR	GBR
GBR002	HG00146	GBR	HG00146	0	0	2.0	EUR	GBR
GBR002a	HG00147	GBR						
GBR003	HG00153	GBR						
GBR003	HG00158	GBR	HG00158	0	0	2.0	EUR	GBR
GBR004	HG00247	GBR						
GBR004	HG00248	GBR						
HG00096	HG00096	GBR	HG00096	0	0	1.0	EUR	GBR
HG00097	HG00097	GBR	HG00097	0	0	2.0	EUR	GBR
HG00098	HG00098	GBR						
HG00099	HG00099	GBR	HG00099	0	0	2.0	EUR	GBR
HG00100	HG00100	GBR	HG00100	0	0	2.0	EUR	GBR
HG00101	HG00101	GBR	HG00101	0	0	1.0	EUR	GBR
HG00102	HG00102	GBR	HG00102	0	0	2.0	EUR	GBR
HG00103	HG00103	GBR	HG00103	0	0	1.0	EUR	GBR
HG00104	HG00104	GBR						
HG00105	HG00105	GBR	HG00105	0	0	1.0	EUR	GBR
HG00106	HG00106	GBR	HG00106	0	0	2.0	EUR	GBR
HG00107	HG00107	GBR	HG00107	0	0	1.0	EUR	GBR
HG00108	HG00108	GBR	HG00108	0	0	1.0	EUR	GBR
HG00109	HG00109	GBR	HG00109	0	0	1.0	EUR	GBR
HG00110	HG00110	GBR	HG00110	0	0	2.0	EUR	GBR
HG00111	HG00111	GBR	HG00111	0	0	2.0	EUR	GBR
HG00112	HG00112	GBR	HG00112	0	0	1.0	EUR	GBR
HG00113	HG00113	GBR	HG00113	0	0	1.0	EUR	GBR
HG00114	HG00114	GBR	HG00114	0	0	1.0	EUR	GBR
HG00115	HG00115	GBR	HG00115	0	0	1.0	EUR	GBR
HG00116	HG00116	GBR	HG00116	0	0	1.0	EUR	GBR
HG00117	HG00117	GBR	HG00117	0	0	1.0	EUR	GBR
HG00118	HG00118	GBR	HG00118	0	0	2.0	EUR	GBR
HG00119	HG00119	GBR	HG00119	0	0	1.0	EUR	GBR
HG00120	HG00120	GBR	HG00120	0	0	2.0	EUR	GBR
HG00121	HG00121	GBR	HG00121	0	0	2.0	EUR	GBR
HG00122	HG00122	GBR	HG00122	0	0	2.0	EUR	GBR
HG00123	HG00123	GBR	HG00123	0	0	2.0	EUR	GBR
HG00124	HG00124	GBR						
HG00125	HG00125	GBR	HG00125	0	0	2.0	EUR	GBR
HG00126	HG00126	GBR	HG00126	0	0	1.0	EUR	GBR
HG00127	HG00127	GBR	HG00127	0	0	2.0	EUR	GBR
HG00128	HG00128	GBR	HG00128	0	0	2.0	EUR	GBR
HG00129	HG00129	GBR	HG00129	0	0	1.0	EUR	GBR
HG00130	HG00130	GBR	HG00130	0	0	2.0	EUR	GBR
HG00131	HG00131	GBR	HG00131	0	0	1.0	EUR	GBR
HG00132	HG00132	GBR	HG00132	0	0	2.0	EUR	GBR
HG00133	HG00133	GBR	HG00133	0	0	2.0	EUR	GBR
HG00134	HG00134	GBR						
HG00135	HG00135	GBR						
HG00136	HG00136	GBR	HG00136	0	0	1.0	EUR	GBR
HG00137	HG00137	GBR	HG00137	0	0	2.0	EUR	GBR
HG00138	HG00138	GBR	HG00138	0	0	1.0	EUR	GBR
HG00139	HG00139	GBR	HG00139	0	0	1.0	EUR	GBR
HG00140	HG00140	GBR	HG00140	0	0	1.0	EUR	GBR
HG00141	HG00141	GBR	HG00141	0	0	1.0	EUR	GBR
HG00142	HG00142	GBR	HG00142	0	0	1.0	EUR	GBR
HG00143	HG00143	GBR	HG00143	0	0	1.0	EUR	GBR
HG00145	HG00145	GBR	HG00145	0	0	1.0	EUR	GBR
HG00148	HG00148	GBR	HG00148	0	0	1.0	EUR	GBR
HG00149	HG00149	GBR	HG00149	0	0	1.0	EUR	GBR
HG00150	HG00150	GBR	HG00150	0	0	2.0	EUR	GBR
HG00151	HG00151	GBR	HG00151	0	0	1.0	EUR	GBR
HG00152	HG00152	GBR						
HG00154	HG00154	GBR	HG00154	0	0	2.0	EUR	GBR
HG00156	HG00156	GBR						
HG00157	HG00157	GBR	HG00157	0	0	1.0	EUR	GBR
HG00159	HG00159	GBR	HG00159	0	0	1.0	EUR	GBR
HG00160	HG00160	GBR	HG00160	0	0	1.0	EUR	GBR
HG00231	HG00231	GBR	HG00231	0	0	2.0	EUR	GBR
HG00232	HG00232	GBR	HG00232	0	0	2.0	EUR	GBR
HG00233	HG00233	GBR	HG00233	0	0	2.0	EUR	GBR
HG00234	HG00234	GBR	HG00234	0	0	1.0	EUR	GBR
HG00235	HG00235	GBR	HG00235	0	0	2.0	EUR	GBR
HG00236	HG00236	GBR	HG00236	0	0	2.0	EUR	GBR
HG00237	HG00237	GBR	HG00237	0	0	2.0	EUR	GBR
HG00238	HG00238	GBR	HG00238	0	0	2.0	EUR	GBR
HG00239	HG00239	GBR	HG00239	0	0	2.0	EUR	GBR
HG00240	HG00240	GBR	HG00240	0	0	2.0	EUR	GBR
HG00242	HG00242	GBR	HG00242	0	0	1.0	EUR	GBR
HG00243	HG00243	GBR	HG00243	0	0	1.0	EUR	GBR
HG00244	HG00244	GBR	HG00244	0	0	1.0	EUR	GBR
HG00245	HG00245	GBR	HG00245	0	0	2.0	EUR	GBR
HG00246	HG00246	GBR	HG00246	0	0	1.0	EUR	GBR
HG00249	HG00249	GBR						
HG00250	HG00250	GBR	HG00250	0	0	2.0	EUR	GBR
HG00251	HG00251	GBR	HG00251	0	0	1.0	EUR	GBR
HG00252	HG00252	GBR	HG00252	0	0	1.0	EUR	GBR
HG00253	HG00253	GBR	HG00253	0	0	2.0	EUR	GBR
HG00254	HG00254	GBR	HG00254	0	0	2.0	EUR	GBR
HG00255	HG00255	GBR	HG00255	0	0	2.0	EUR	GBR
HG00256	HG00256	GBR	HG00256	0	0	1.0	EUR	GBR
HG00257	HG00257	GBR	HG00257	0	0	2.0	EUR	GBR
HG00258	HG00258	GBR	HG00258	0	0	2.0	EUR	GBR
HG00259	HG00259	GBR	HG00259	0	0	2.0	EUR	GBR
HG00260	HG00260	GBR	HG00260	0	0	1.0	EUR	GBR
HG00261	HG00261	GBR	HG00261	0	0	2.0	EUR	GBR
HG00262	HG00262	GBR	HG00262	0	0	2.0	EUR	GBR
HG00263	HG00263	GBR	HG00263	0	0	2.0	EUR	GBR
HG00264	HG00264	GBR	HG00264	0	0	1.0	EUR	GBR
HG00265	HG00265	GBR	HG00265	0	0	1.0	EUR	GBR
HG01334	HG01334	GBR	HG01334	0	0	1.0	EUR	GBR
HG01789	HG01789	GBR	HG01789	0	0	1.0	EUR	GBR
HG01790	HG01790	GBR	HG01790	0	0	2.0	EUR	GBR
HG01791	HG01791	GBR	HG01791	0	0	1.0	EUR	GBR
HG02215	HG02215	GBR	HG02215	0	0	2.0	EUR	GBR
HG04301	HG04301	GBR						
HG04302	HG04302	GBR						
HG04303	HG04303	GBR						
GIH001	NA20868	GIH	NA20868	0	0	2.0	SAS	GIH
GIH001	NA20871	GIH						
GIH002	NA20886	GIH	NA20886	0	0	2.0	SAS	GIH
